date,Open,High,Low,close_price,Volume,MA7,MA20,MA50,MA100,RowNumber,trend,signal_for_swing,signal_for_investing
2023-07-13,77.849998,84.5,77.650002,82.20,192605002,76.19,75.48,70.82,NULL,79,"Uptrend for short term",Hold,Hold
2023-07-14,84,85.25,81.650002,82.55,91571303,77.41,75.85,71.16,NULL,80,"Uptrend for short term",Hold,Hold
2023-07-17,83.199997,83.400002,79.5,80.15,43377345,78.18,76.14,71.45,NULL,81,"Uptrend for short term",Hold,Hold
2023-07-18,80.650002,80.650002,76.5,78.70,71215775,78.96,76.28,71.73,NULL,82,"Uptrend for short term",Hold,Hold
2023-07-19,79,80.349998,77.25,77.65,42130927,79.36,76.37,72.06,NULL,83,"Uptrend for short term",Hold,Hold
2023-07-20,78.050003,79.099998,77.300003,77.60,40495235,79.48,76.50,72.38,NULL,84,"Uptrend for short term",Hold,Hold
2023-07-21,77.849998,80.699997,77.400002,80.30,74991213,79.88,76.79,72.74,NULL,85,"Uptrend for short term",Hold,Hold
2023-07-24,80.800003,82.449997,80.550003,81.30,64291285,79.75,77.15,73.11,NULL,86,"Uptrend for short term",Hold,Hold
2023-07-25,81.300003,83.199997,79.300003,82.65,72459586,79.76,77.54,73.49,NULL,87,"Uptrend for short term",Hold,Hold
2023-07-26,83.099998,84.599998,82.5,83.35,59291226,80.22,77.90,73.90,NULL,88,"Uptrend for short term",Hold,Hold
2023-07-27,83.349998,86.099998,82.800003,84.95,77249384,81.11,78.40,74.33,NULL,89,"Uptrend for short term",Hold,Hold
2023-07-28,85.599998,87.25,83.849998,86.80,74798625,82.42,78.99,74.80,NULL,90,"Uptrend for short term",Hold,Hold
2023-07-31,87,87.150002,83.699997,84.10,49093355,83.35,79.41,75.19,NULL,91,"Uptrend for short term",Hold,Hold
2023-08-01,84.599998,85.699997,84.199997,84.75,34950470,83.99,79.91,75.61,NULL,92,"Uptrend for short term",Hold,Hold
2023-08-02,84.449997,85.949997,82.650002,85.05,54844625,84.52,80.46,76.05,NULL,93,"Uptrend for short term",Hold,Hold
2023-08-03,81.599998,88.400002,81.599998,86.55,123480816,85.08,81.05,76.49,NULL,94,"Uptrend for short term",Hold,Hold
2023-08-04,89,98.400002,88.400002,95.40,405751648,86.80,82.16,77.05,NULL,95,"Uptrend for short term",Hold,Hold
2023-08-07,97.400002,102.849998,96.349998,97.60,249331637,88.61,83.30,77.66,NULL,96,"Uptrend for short term",Hold,Hold
2023-08-08,98.349998,100.300003,92.699997,93.45,160236123,89.56,84.13,78.19,NULL,97,"Uptrend for short term",Hold,Hold
2023-08-09,93.900002,94.849998,91.599998,94.10,109240947,90.99,84.96,78.73,NULL,98,"Uptrend for short term",Hold,Hold
2023-08-10,94.099998,96.150002,93.25,94.25,87598556,92.34,85.56,79.24,69.09,99,"Uptrend for short term",Hold,Hold
2023-08-11,94.599998,95.199997,93.050003,93.45,38156809,93.54,86.11,79.75,69.33,100,"Uptrend for long term",Hold,Hold
2023-08-14,93.400002,93.400002,91.349998,92.75,46668447,94.43,86.74,80.18,69.71,101,"Uptrend for long term",Hold,Hold
2023-08-16,92.449997,95.599998,91.5,91.90,76333138,93.93,87.40,80.59,70.09,102,"Uptrend for long term",Hold,Hold
2023-08-17,92.300003,93.25,90.5,91.15,45657095,93.01,88.07,80.97,70.48,103,"Uptrend for long term",Hold,Hold
2023-08-18,91,91.400002,89,89.35,50513070,92.42,88.66,81.26,70.84,104,"Uptrend for long term",Hold,Hold
2023-08-21,90.5,90.5,88.300003,89.75,36755760,91.80,89.13,81.54,71.21,105,"Uptrend for long term",Hold,Hold
2023-08-22,90.300003,94.300003,90.099998,91.90,104409241,91.46,89.66,81.83,71.62,106,"Uptrend for long term",Hold,Hold
2023-08-23,92.949997,95,92.050003,94.30,64768237,91.59,90.25,82.16,72.06,107,"Uptrend for long term",Hold,Hold
2023-08-24,95.75,95.75,93.199997,93.80,47597101,91.74,90.77,82.47,72.50,108,"Uptrend for long term",Hold,Hold
2023-08-25,93.349998,93.349998,90.050003,91.00,65076321,91.61,91.07,82.80,72.90,109,"Uptrend for long term",Hold,Hold
2023-08-28,96,96.099998,91.75,92.35,141118441,91.78,91.35,83.15,73.31,110,"Uptrend for long term",Hold,Hold
2023-08-29,92.75,95,92.599998,94.70,86708316,92.54,91.88,83.55,73.74,111,"Uptrend for long term",Hold,Hold
2023-08-30,99.5,100.5,97.199997,99.80,250111714,93.98,92.63,84.03,74.22,112,"Uptrend for long term",Hold,Hold
2023-08-31,100.050003,100.800003,96.699997,97.60,113063640,94.79,93.26,84.47,74.67,113,"Uptrend for long term",Hold,Hold
2023-09-01,98.300003,98.349998,96.849998,97.20,47561928,95.21,93.79,84.91,75.11,114,"Uptrend for long term",Hold,Hold
2023-09-04,97.5,98.599998,97.300003,98.05,37447917,95.81,93.92,85.38,75.55,115,"Uptrend for long term",Hold,Hold
2023-09-05,98.150002,99.300003,97.050003,98.20,51133944,96.84,93.95,85.87,76.00,116,"Uptrend for long term",Hold,Hold
2023-09-06,98.400002,98.849998,97.650002,98.20,28329667,97.68,94.19,86.33,76.44,117,"Uptrend for long term",Hold,Hold
2023-09-07,98.650002,101.599998,98.199997,100.05,111222776,98.44,94.49,86.81,76.90,118,"Uptrend for long term",Hold,Hold
2023-09-08,100.75,101.099998,99,99.60,63482366,98.41,94.75,87.30,77.36,119,"Uptrend for long term",Hold,Hold
2023-09-11,100,102.550003,99.199997,101.35,83850675,98.95,95.15,87.83,77.84,120,"Uptrend for long term",Hold,Hold
2023-09-12,102.400002,102.5,96.5,98.75,90911794,99.17,95.45,88.29,78.28,121,"Uptrend for long term",Hold,Hold
2023-09-13,98.75,100.75,97,97.90,71661116,99.15,95.75,88.75,78.70,122,"Uptrend for long term",Hold,Hold
2023-09-14,98.650002,100.099998,98.199997,99.45,45226055,99.33,96.16,89.26,79.13,123,"Uptrend for long term",Hold,Hold
2023-09-15,100.5,104.449997,100.349998,102.95,148853172,100.01,96.84,89.83,79.59,124,"Uptrend for long term",Hold,Hold
2023-09-18,103.599998,105,101.650002,102.15,69476642,100.31,97.46,90.40,80.03,125,"Uptrend for long term",Hold,Hold
2023-09-20,101.300003,104.900002,99.300003,100.00,104115507,100.36,97.87,90.91,80.42,126,"Uptrend for long term",Hold,Hold
2023-09-21,100,100.949997,98.25,99.15,40591612,100.05,98.11,91.36,80.76,127,"Uptrend for long term",Hold,Hold
2023-09-22,99.5,101.400002,98.699997,99.90,39492725,100.21,98.42,91.80,81.13,128,"Uptrend for long term",Hold,Hold
2023-09-25,100.300003,100.5,97.75,98.45,34410972,100.29,98.79,92.13,81.47,129,"Uptrend for long term",Hold,Hold
2023-09-26,98.599998,100.400002,97.900002,99.90,36822528,100.36,99.17,92.48,81.82,130,"Uptrend for long term",Hold,Hold
2023-09-27,99.900002,101.199997,98.5,100.10,34894254,99.95,99.44,92.87,82.16,131,"Uptrend for long term",Hold,Hold
2023-09-28,100.349998,100.599998,99.300003,99.95,25885383,99.64,99.44,93.30,82.51,132,"Uptrend for long term",Hold,Hold
2023-09-29,100.050003,102.75,99.599998,101.50,49524816,99.85,99.64,93.78,82.92,133,"Uptrend for long term",Hold,Hold
2023-10-03,101,105.900002,100,105.30,82983688,100.73,100.04,94.33,83.35,134,"Uptrend for long term",Hold,Hold
2023-10-04,104.400002,104.400002,100.349998,100.75,68727969,100.85,100.18,94.74,83.74,135,"Uptrend for long term",Hold,Hold
2023-10-05,102.599998,107.699997,102.349998,105.40,140096809,101.84,100.54,95.22,84.17,136,"Uptrend for long term",Hold,Hold
2023-10-06,106.400002,107.199997,104,104.45,65041435,102.49,100.85,95.66,84.57,137,"Uptrend for long term",Hold,Hold
2023-10-09,103.800003,105.25,101,103.90,53811658,103.04,101.04,96.07,84.98,138,"Uptrend for long term",Hold,Hold
2023-10-10,104.900002,107.949997,104.650002,106.05,67712329,103.91,101.37,96.49,85.41,139,"Uptrend for long term",Hold,Hold
2023-10-11,106.800003,109.800003,106.550003,109.00,93838782,104.98,101.75,96.93,85.86,140,"Uptrend for long term",Hold,Hold
2023-10-12,110.199997,113.25,109.5,109.85,117710894,105.63,102.31,97.45,86.32,141,"Uptrend for long term",Hold,Hold
2023-10-13,109.849998,111.800003,109.099998,111.00,55786063,107.09,102.96,97.97,86.79,142,"Uptrend for long term",Hold,Hold
2023-10-16,111.900002,112.75,110.849998,111.50,47455521,107.96,103.56,98.50,87.28,143,"Uptrend for long term",Hold,Hold
2023-10-17,112.5,114.199997,111.5,113.85,55351894,109.31,104.11,99.05,87.77,144,"Uptrend for long term",Hold,Hold
2023-10-18,114.5,115.099998,109.5,113.20,100553806,110.64,104.66,99.40,88.23,145,"Uptrend for long term",Hold,Hold
2023-10-19,112,113.150002,110.650002,111.65,43517012,111.44,105.24,99.69,88.67,146,"Uptrend for long term",Hold,Hold
2023-10-20,114,114.5,112.150002,113.35,64427436,112.06,105.95,100.08,89.14,147,"Uptrend for long term",Hold,Hold
2023-10-23,113.800003,113.900002,106.800003,108.90,70944550,111.92,106.40,100.38,89.56,148,"Uptrend for long term",Hold,Hold
2023-10-25,105.650002,109.5,105.550003,108.25,59685089,111.53,106.89,100.66,89.95,149,"Uptrend for long term",Hold,Hold
2023-10-26,107.5,108,101.25,106.45,108605538,110.81,107.22,100.92,90.33,150,"Uptrend for long term",Hold,Hold
2023-10-27,107.349998,109.25,105.050003,105.65,43738547,109.64,107.50,101.18,90.68,151,"Uptrend for long term",Hold,Hold
2023-10-30,106.199997,108.599998,105.699997,107.70,48282252,108.85,107.88,101.49,91.04,152,"Uptrend for long term",Hold,Hold
2023-10-31,107.849998,108.150002,104.25,105.10,49382539,107.91,108.06,101.77,91.37,153,"Uptrend for long term",Hold,Hold
2023-11-01,105.599998,107.150002,103.25,103.70,47911258,106.54,107.98,102.06,91.66,154,"Uptrend for long term",Hold,Hold
2023-11-02,105,108,104.900002,107.55,47086204,106.34,108.32,102.42,91.98,155,"Uptrend for long term",Hold,Hold
2023-11-03,108.800003,119.900002,108.699997,116.50,238833377,107.52,108.88,102.91,92.37,156,"Uptrend for long term",Hold,Hold
2023-11-06,119.599998,123.900002,118.25,123.30,186288904,109.93,109.82,103.49,92.82,157,"Uptrend for long term","Short term Buy",Hold
2023-11-07,123.550003,126.349998,120.5,121.30,120886007,112.16,110.69,104.04,93.25,158,"Uptrend for long term",Hold,Hold
2023-11-08,122,125.699997,121.300003,125.15,75041688,114.66,111.65,104.72,93.76,159,"Uptrend for long term",Hold,Hold
2023-11-09,125.25,125.550003,121.349998,121.85,50307832,117.05,112.29,105.31,94.23,160,"Uptrend for long term",Hold,Hold
2023-11-10,122,123.300003,120.699997,121.30,43388163,119.56,112.86,105.84,94.70,161,"Uptrend for long term",Hold,Hold
2023-11-13,122.650002,123.099998,121.5,122.20,28348143,121.66,113.42,106.29,95.16,162,"Uptrend for long term",Hold,Hold
2023-11-15,123.300003,125.199997,119.75,120.25,60088818,122.19,113.86,106.74,95.61,163,"Uptrend for long term",Hold,Hold
2023-11-16,120.900002,122.550003,120.699997,121.85,36895083,121.99,114.26,107.24,96.07,164,"Uptrend for long term",Hold,Hold
2023-11-17,122,125,121.5,122.20,43882213,122.11,114.71,107.72,96.55,165,"Uptrend for long term",Hold,Hold
2023-11-20,122.849998,123.400002,117.349998,118.15,52784478,121.11,115.03,108.12,96.99,166,"Uptrend for long term",Hold,Hold
2023-11-21,118.550003,119,116.050003,116.50,45193553,120.35,115.19,108.48,97.41,167,"Uptrend for long term",Hold,Hold
2023-11-22,116,117.800003,114.349998,115.30,52799865,119.49,115.51,108.79,97.80,168,"Uptrend for long term",Hold,Hold
2023-11-23,113.599998,115.75,112.5,112.95,56329090,118.17,115.75,109.06,98.18,169,"Uptrend for long term",Hold,Hold
2023-11-24,114.150002,116,112.900002,113.25,49980086,117.17,116.09,109.29,98.56,170,"Uptrend for long term",Hold,Hold
2023-11-28,114.900002,116.900002,113.5,113.80,61963724,116.02,116.50,109.60,98.94,171,"Uptrend for long term",Hold,Hold
2023-11-29,117,119.199997,114,116.60,115274058,115.22,116.94,109.97,99.36,172,"Uptrend for long term",Hold,Hold
2023-11-30,118.800003,120.699997,116.150002,118.55,225208168,115.28,117.61,110.35,99.81,173,"Uptrend for long term",Hold,Hold
2023-12-01,118,118.349998,115.099998,116.30,57261076,115.25,118.24,110.62,100.22,174,"Uptrend for long term",Hold,Hold
2023-12-04,118.75,119,116.25,117.40,66057180,115.55,118.74,110.92,100.66,175,"Uptrend for long term",Hold,Hold
2023-12-05,117.900002,118.25,116.25,116.75,57483305,116.09,118.75,111.26,101.08,176,"Uptrend for long term",Hold,Hold
2023-12-06,117.150002,119.699997,116.599998,118.90,48171753,116.90,118.53,111.65,101.50,177,"Uptrend for long term",Hold,Hold
2023-12-07,119.599998,122.199997,118.400002,121.70,52483562,118.03,118.55,112.09,101.95,178,"Uptrend for long term",Hold,Hold
2023-12-08,123,123.900002,119.300003,119.95,44213196,118.51,118.29,112.52,102.32,179,"Uptrend for long term","Short term Buy",Hold
2023-12-11,119.949997,120.5,117.550003,118.45,32372287,118.49,118.12,112.89,102.68,180,"Uptrend for long term",Hold,Hold
2023-12-12,119,119.300003,114.150002,116.75,40800538,118.56,117.89,113.22,103.05,181,"Uptrend for long term",Hold,Hold
2023-12-13,116.900002,120.5,116.150002,120.00,48092329,118.93,117.78,113.63,103.46,182,"Uptrend for long term",Hold,Hold
2023-12-14,121,124.949997,120.5,124.15,74178495,119.99,117.98,114.08,103.93,183,"Uptrend for long term",Hold,Hold
2023-12-15,124.5,125,122.400002,123.60,39542770,120.66,118.06,114.44,104.39,184,"Uptrend for long term",Hold,Hold
2023-12-18,123.400002,129.199997,121.550003,128.55,89553155,121.64,118.38,115.00,104.87,185,"Uptrend for long term",Hold,Hold
2023-12-19,129,131.75,127.400002,130.25,64117314,123.11,118.99,115.50,105.36,186,"Uptrend for long term",Hold,Hold
2023-12-20,130.350006,131,123.150002,124.75,49006056,124.01,119.40,115.90,105.78,187,"Uptrend for long term",Hold,Hold
2023-12-21,122.150002,128.699997,120.199997,127.35,52326124,125.52,120.00,116.37,106.22,188,"Uptrend for long term",Hold,Hold
2023-12-22,130.550003,131,125.300003,128.50,63113800,126.74,120.78,116.82,106.66,189,"Uptrend for long term",Hold,Hold
2023-12-26,128.5,128.699997,124.300003,125.00,25499782,126.86,121.37,117.14,107.04,190,"Uptrend for long term",Hold,Hold
2023-12-27,125.699997,127.599998,125.550003,127.05,21757560,127.35,122.03,117.48,107.47,191,"Uptrend for long term",Hold,Hold
2023-12-28,124.900002,125.5,120.599998,123.20,72865479,126.59,122.36,117.73,107.85,192,"Uptrend for long term",Hold,Hold
2023-12-29,124,125.550003,123.25,123.70,27512604,125.65,122.61,117.97,108.24,193,"Uptrend for long term",Hold,Hold
2024-01-01,124.449997,125.599998,122.849998,124.50,24228685,125.61,123.02,118.19,108.62,194,"Uptrend for long term",Hold,Hold
2024-01-02,127,129.449997,125.5,128.70,69395959,125.81,123.59,118.50,108.95,195,"Uptrend for long term",Hold,Hold
2024-01-03,128.800003,130.25,127.099998,127.55,39101172,125.67,124.13,118.81,109.25,196,"Uptrend for long term",Hold,Hold
2024-01-04,128.399994,130.899994,126.449997,129.75,45285624,126.35,124.67,119.14,109.61,197,"Uptrend for long term",Hold,Hold
2024-01-05,130.899994,134.350006,128.949997,133.30,55608923,127.24,125.25,119.63,110.00,198,"Uptrend for long term",Hold,Hold
2024-01-08,133.649994,133.649994,130,132.85,38912423,128.62,125.90,120.12,110.39,199,"Uptrend for long term",Hold,Hold
2024-01-09,133.199997,135,132.600006,134.30,33803263,130.14,126.69,120.68,110.80,200,"Uptrend for long term",Hold,Hold
2024-01-10,134.25,136.149994,132.25,134.65,29917881,131.59,127.59,121.26,111.22,201,"Uptrend for long term",Hold,Hold
2024-01-11,135.300003,139,135.050003,138.35,41809415,132.96,128.50,121.87,111.68,202,"Uptrend for long term",Hold,Hold
2024-01-12,140,141.5,136.800003,139.55,45508277,134.68,129.27,122.56,112.17,203,"Uptrend for long term",Hold,Hold
2024-01-15,139.550003,139.550003,139.550003,139.55,0,136.08,130.07,123.28,112.67,204,"Uptrend for long term",Hold,Hold
2024-01-16,135,135.300003,131,133.55,47043428,136.11,130.32,123.80,113.11,205,"Uptrend for long term",Hold,Hold
2024-01-17,132.399994,132.399994,126.75,127.40,76780526,135.34,130.18,124.02,113.46,206,"Uptrend for long term",Hold,Hold
2024-01-18,128.050003,129.800003,121.599998,129.45,111946831,134.64,130.41,124.14,113.81,207,"Uptrend for long term",Hold,Hold
2024-01-19,130.5,135.5,128,135.05,81155018,134.70,130.80,124.41,114.23,208,"Uptrend for long term",Hold,Hold
2024-01-23,136.300003,137.300003,127,130.10,72520625,133.52,130.88,124.51,114.62,209,"Uptrend for long term",Hold,Hold
2024-01-24,131.449997,136.899994,129.800003,136.20,54612769,133.04,131.44,124.80,115.06,210,"Uptrend for long term",Hold,Hold
2024-01-25,135.899994,138.199997,132.800003,136.15,60682540,132.56,131.89,125.10,115.47,211,"Uptrend for long term",Hold,Hold
2024-01-29,136.899994,137.699997,132.350006,135.55,55871017,132.84,132.51,125.36,115.83,212,"Uptrend for long term",Hold,Hold
2024-01-30,135.850006,138.800003,134.649994,137.20,57612020,134.24,133.19,125.70,116.22,213,"Uptrend for long term",Hold,Hold
2024-01-31,140,142,138,139.55,89833027,135.69,133.94,126.06,116.65,214,"Uptrend for long term",Hold,Hold
2024-02-01,141,143.5,138.550003,140.55,70252449,136.47,134.53,126.42,117.07,215,"Uptrend for long term",Hold,Hold
2024-02-02,141.800003,145,141.449997,143.80,78666454,138.43,135.34,126.94,117.53,216,"Uptrend for long term",Hold,Hold
2024-02-05,145,145.399994,138.25,140.25,54189688,139.01,135.87,127.41,117.95,217,"Uptrend for long term",Hold,Hold
2024-02-06,140.399994,141.800003,138.050003,139.95,46782951,139.55,136.20,127.91,118.35,218,"Uptrend for long term",Hold,Hold
2024-02-07,141,142.899994,139.649994,140.40,75083259,140.24,136.58,128.45,118.76,219,"Uptrend for long term",Hold,Hold
2024-02-08,142.5,147.5,139,144.10,184839649,141.23,137.07,129.07,119.18,220,"Uptrend for long term",Hold,Hold
2024-02-09,146.899994,151.399994,142.25,149.45,257918995,142.64,137.81,129.78,119.69,221,"Uptrend for long term",Hold,Hold
2024-02-12,151,158.800003,149.5,153.80,155848102,144.54,138.58,130.53,120.25,222,"Uptrend for long term",Hold,Hold
